,titulo,descricao_do_recurso,tipo_de_recurso
111, A física e o cotidiano: Termodinâmica, A mídia aborda a Termodinâmica <VIRGULA> partindo de três etapas inter-relacionadas. Rápidas provocações são realizadas na introdução da mídia para compor os conceitos de termodinâmica. No primeiro episódio destaca-se os estados físicos da matéria <VIRGULA> a mudança de fase a partir da temperatura e a utilização do termômetro para medir esta. Desta forma <VIRGULA> os conceitos estão imersos nos diálogos dos estudantes <VIRGULA> relacionando-os ao cotidiano. O segundo episódio concentra-se nos conceitos relativos ao calor <VIRGULA> através de exemplos práticos dos estudantes <VIRGULA> tratando também dos conceitos de equilíbrio térmico e de que forma ocorre a condução térmica <VIRGULA> transferência de calor pode ocorrer no dia a dia <VIRGULA> citando exemplos de condutores e isolantes que os estudantes tem contato no cotidiano. Ainda são abordados conceitos de convecção térmica <VIRGULA> radiação e raios infravermelhos. No terceiro episodio podemos compreender as leis da termodinâmica <VIRGULA> o comportamento do calor <VIRGULA> de que forma a energia é conservada e as possíveis transformações de energia. Todos os conceitos são destacados a partir de dialogo entre estudantes <VIRGULA> provocações e animações que compõem a mídia., Vídeo
112, Intervenção humana no ciclo do carbono, A animação apresenta uma situação hipotética na qual o ciclo do carbono está em equilíbrio <VIRGULA> onde a quantidade de gás carbônico liberada na atmosfera é igual à quantidade absorvida pelos reservatórios. Esta situação é ilustrada em um gráfico que mostra as quantidades emitidas por fontes poluidoras (queima de combustíveis <VIRGULA> desflorestamento <VIRGULA> queimadas) e as quantidades retiradas (por meio da fotossíntese e da dissolução nos oceanos). É proposto que se interfira nesta situação arrastando carros <VIRGULA> usinas de energia <VIRGULA> fábricas de cimento e cortadores de árvores para a tela. À medida que a introdução ou remoção desses agentes poluidores acontece <VIRGULA> ocorrem mudanças no fluxo líquido de gás carbônico, Animação/simulação
113, Antes que a água se afogue, Jogo de perguntas e respostas que aborda usos e maneiras de economizar água. Antes de iniciar o jogo é necessário indicar a idade e o grau de escolaridade do participante no campo \Perfil Jogo\. Depois de inseridos tais dados <VIRGULA> o jogo pode então ser iniciado. Em cada uma de suas etapas são realizadas perguntas de múltipla escolha acerca dos meios para utilizar e aproveitar conscientemente a água. Para responder as questões propostas é necessário clicar no botão \Iniciar\ e então escolher uma das alternativas. A cada pergunta respondida corretamente são apresentadas novas perguntas relacionadas a situações diferentes, Animação/simulação
114, Energia nuclear, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidado/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da Física <VIRGULA> sem perder de vista sua historicidade, Vídeo
115, Óptica - Reflexão e refração da luz, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções;elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidado/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da física <VIRGULA> sem perder de vista suas historicidade., Animação/simulação
116, “Hora de festar!” (relativo ao episódio 1 do programa de vídeo Causos e falas daqui e dali), Na Fazenda Boa Sorte haverá uma festa para comemorar os 40 anos de casamento de Seo Raimundo e Dona Josefa. Na varanda da casa <VIRGULA> além do casal <VIRGULA> estão seus netos Zeca e Belinha e a mãe deles <VIRGULA> Auxiliadora. Estão ali também alguns convidados que chegaram cedo para a festa – Seo Antonio e sua esposa Dona Joana – e as empregadas – Dona Maria <VIRGULA> Dona Socorro e Das Dores. As personagens fazem perguntas relativas aos temas tratados no vídeo e desenvolvidos nos textos e atividades. O objetivo do jogo é obter vestimentas e acessórios para preparar o avatar para a festa. É preciso responder corretamente a um conjunto de perguntas para ganhar peças de vestuário e acessórios. O jogo é composto por perguntas de múltipla escolha referentes a seis temas interdependentes, Animação/simulação
117, Trem de Einstein, O recurso tem a intenção de mostrar peculiaridades fenomenológicas referentes à física moderna <VIRGULA> em particular à relatividade restrita <VIRGULA> que não podem ser experimentadas de maneira imediata <VIRGULA> devido ao limite das escalas de velocidade em que estamos habituados. Pode-se perceber que o comprimento e o intervalo de tempo medidos dependem do referencial em que se faz a medida e da velocidade relativa entre referenciais <VIRGULA> de uma maneira altamente não trivial e contra intuitiva. À medida em que a velocidade relativa aproxima-se da luz <VIRGULA> as diferenças tornam-se cada vez perceptivas, Animação/simulação
118, Capitão Tormenta e Paco em estações do ano, Conduzir o aluno a identificar como ocorrem as estações do ano; trabalhar a questão dos equinócios e dos solstícios; verificar a ocorrência do sol da meia-noite <VIRGULA> bem como <VIRGULA> as diferenças de temperaturas nas estações do ano; analisar inverno e o verão na zona extratopical; Contribuir para o desenvolvimento do processo ensino e aprendizagem da ciência geográfica; Disseminar a utilização de objetos de aprendizagem <VIRGULA> afim da inclusão de mídias digitais na educação; Estimular os objetos de aprendizagem <VIRGULA> no ensino da rede pública <VIRGULA> Escola de Jovens e Adultos (EJA); Fornecer componentes lúdicos como ferramentas para o ensino e aprendizagem, Animação/simulação
119, Matemática ao pé do ouvido : Matemática Financeira - Parte 1, O áudio \Matemática Financeira\ <VIRGULA> episódio 2 do programa \Matemática ao pé do ouvido\ <VIRGULA> é um objeto de aprendizagem que apresenta situações que podem desencadear discussões relacionadas à Matemática financeira <VIRGULA> tais como os conceitos de desconto <VIRGULA> juros simples e juros compostos. Compras à vista <VIRGULA> a prazo <VIRGULA> com descontos <VIRGULA> juros;venda e financiamento; juros simples e compostos <VIRGULA> amortizações - São todos assuntos muito presente e influentes no dia a dia de todos nós. Compreendê-los potencializa a participação das pessoas nas decisões ligadas a tópicos da matemática financeira, Áudio
120, Processos de medidas de grandezas, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidado/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da Física <VIRGULA> sem perder de vista sua historicidad, Vídeo
121, Polímeros híbridos, A realização dos projetos em nanotecnologia pelo Centro Multidisciplinar para o Desenvolvimento de Materiais Cerâmicos (CMDMC) e pelo Instituto Nacional de Ciência e Tecnologia dos Materiais em Nanotecnologia (INCTMN) envolve o apoio das seguintes instituições: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) <VIRGULA> Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) <VIRGULA> Universidade Estadual Paulista Júlio Mesquita Filho (Unesp) <VIRGULA> Universidade de São Paulo (USP) <VIRGULA> Universidade Federal de São Carlos (UFSCar) <VIRGULA> Instituto de Pesquisas Energéticas e Nucleares (IPEN) e Laboratório Interdisciplinar de Eletroquímica e Cerâmica (LIEC). Os projetos contam ainda com colaboradores de várias universidades e institutos de pesquisa <VIRGULA> do Brasil e do exterior. Os resultados destes trabalhos contribuíram com um aumento no índice de publicações internacionais de artigos científicos pelo Brasil, Vídeo
122, Tratamento da água, Neste vídeo é apresentado como a água é retirada da natureza e chega às torneiras de nossas casas <VIRGULA> passando por seu tratamento nas estações de tratamento de água e armazenamento até sua distribuição para a população. São descritas as etapas de captação <VIRGULA> bombeamento para as estações de tratamento de água <VIRGULA> pré-tratamento <VIRGULA> pré-oxidação <VIRGULA> coagulação <VIRGULA> floculação <VIRGULA> filtração <VIRGULA> desinfecção <VIRGULA> armazenamento em reservatório <VIRGULA> bombeamento por meio de estações elevatórias e redistribuição até as residências. Também são citadas as etapas adjacentes ao processo <VIRGULA> como a destinação dos lodos produzidos no processo de tratamento e o sistema de monitoramento da qualidade da água tratada, Vídeo
123, Estudo da poluição numa aula de matemática - professor, Esta atividade tem múltiplos objetivos: evidenciar a importância do ferramental matemático no estudo e resolução de problemas que ocorrem ou naturalmente ou como consequência da intervenção do homem na natureza <VIRGULA> incentivar a reflexão e desenvolver o espírito crítico do aluno no que diz respeito a essa intervenção. Com relação à matemática propriamente dita <VIRGULA> serão desenvolvidos modelos que envolvem gráficos <VIRGULA> manipulação de expoentes e resolução de equações. Os tipos de \modelos\ que surgirão naturalmente em nosso estudo serão \modelos recursivos\ <VIRGULA> nos quais cada número depende de números anteriores, Experimento prático
124, Arte indígena [Por dentro da escola], Apresenta vídeo sobre o Projeto Arte Indígena Matemática. Esse projeto foi criado na Escola Rural Estadual Rio das Cobras <VIRGULA> na Terra Indígena Rio das Cobras em Nova Laranjeiras-PR. Como a escola se localiza em uma terra indígena <VIRGULA> os professores tiveram a idéia de usar o artesanato para ensinar matemática. O uso do artesanato para o ensino traz a realidade dos alunos para a sala de aula <VIRGULA> aumenta o interesse <VIRGULA> facilita o aprendizado <VIRGULA> valoriza o artesanato e mantém viva a tradição indígena. Depois do sucesso do projeto com a colaboração da comunidade na matemática <VIRGULA> ele foi estendido a outras disciplinas: ciências <VIRGULA> história <VIRGULA> geografia e artes, Vídeo
125, Estação de tratamento de águas residuárias - Tanques de aeração, A imagem apresenta o sistema de tanques de aeração de uma estação de tratamento de esgotos <VIRGULA> no qual ocorre o tratamento biológico denominado lodo ativado. Neste tratamento a matéria orgânica presente no esgoto é degradada pela ação de microorganismos aeróbicos (organismos que necessitam de oxigênio para realizar suas funções). O oxigênio necessário para que este processo ocorra é fornecido por um sistema de sopradores de ar no fundo do tanque <VIRGULA> que é misturado às massas de esgoto por meio de agitadores <VIRGULA> possibilitando desta forma a sua utilização pelos microorganismos. A seguir <VIRGULA> o efluente tratado segue para o decantador secundário, Imagem
126, A ilha de Dom Sebastião [Documentários], Apresenta um documentário sobre a história da Ilha de Lençóis <VIRGULA> no Maranhão <VIRGULA> a qual seus moradores <VIRGULA> a maioria albina <VIRGULA> acreditam esconder mistérios que remontam às Cruzadas. No vídeo <VIRGULA> alguns moradores são entrevistados e afirmam serem descendentes do rei de Portugal <VIRGULA> Dom Sebastião desaparecido em 1578 <VIRGULA> aos 24 anos <VIRGULA> na batalha de Alcácer Quibir <VIRGULA> no Marrocos. O documentário mostra relatos como o do pescador Manoel Oliveira <VIRGULA> o Macieira <VIRGULA> que afirma ouvir tropel de cavalos à noite <VIRGULA> ruído atribuído por ele ao exército de Dom Sebastião, Vídeo
127, Programa “O que é Física Moderna” - Parte I e II, Este áudio discute o tema Física Moderna (ou física Moderna e Contemporânea “FMC”) <VIRGULA> suas aplicações no cotidiano e a importância de ensiná-la no Ensino Médio. Através de uma entrevista descontraída com os convidados “Mauro Bondegiz” e “Laerte Eureka” <VIRGULA> os personagens Carol Carolina e o Billy Strepa discutem o assunto <VIRGULA> fazem um pequeno levantamento histórico das idéias da Física e esclarecem questionamentos interessantes sobre as fronteiras entre a Física Clássica e a Física Moderna <VIRGULA> citando algumas limitações das teorias da primeira e o impacto tecnológico surgido devido às descobertas da segunda. O objetivo não é explicar o funcionamento destes dispositivos <VIRGULA> mas sim demonstrar a aplicação de conceitos e a possibilidade de ensino dos mesmos especialmente de forma qualitativa e histórica <VIRGULA> formando um cidadão consciente e crítico da tecnologia que o cerca, Áudio
128, Scrapbook libras, Em termos de navegação <VIRGULA> é desejável que o aluno e/ou professor tenham acesso a fotos digitais ou scanner que possibilitem ao usuário inserir suas imagens no software. Porém <VIRGULA> caso o usuário não tenha fotos para todos os temas requisitados no OA ele poderá selecionar avatares (personagens) e imagens do próprio software <VIRGULA> da internet ou ainda desenhar figuras com algum programa como <VIRGULA> por exemplo <VIRGULA> o Paint <VIRGULA> e inserir as imagens que melhor expressem o que ele quer transmitir sobre si e seus sentimentos. Por ser um OA cujo enfoque é o trabalho artístico e de expressão de suas emoções <VIRGULA> este recurso pode ser usado por adolescentes e alunos de qualquer faixa etária <VIRGULA> até mesmo crianças desde a Educação Infantil. No entanto <VIRGULA> em termos pedagógicos <VIRGULA> espera-se que o aluno já tenha desenvolvido uma primeira noção de auto-imagem corporal <VIRGULA> ou seja <VIRGULA> que possa expressar como ele se vê, Animação/simulação
129, A física e o cotidiano - Fique sabendo ! - Ondas Eletromagnéticas, A animação mostrará Joaquim dentro de uma casa com um rádio (de madeira <VIRGULA> antigo) tentando localizar a freqüência da estação que está transmitindo um jogo de futebol. No entanto <VIRGULA> ele não conseguirá localizar a freqüência e ficará muito irritado. Após <VIRGULA> essa animação surgirá uma introdução que explicará o que são as ondas eletromagnéticas. Em seguida o aluno poderá interagir com os objetos do cenário de maneira não linear. Assim <VIRGULA> à medida que acontece essa interação <VIRGULA> aparecerá às explicações físicas através de textos <VIRGULA> imagens <VIRGULA> ilustrações e animações, Animação/simulação
130, A física e o cotidiano: Noções de física moderna - Parte I, A partir de uma animação-documentário é desenvolvido por um eixo histórico <VIRGULA> de forma contextualizada e problematizadora <VIRGULA> os aspectos centrais da Física que culminaram com o advento da Física Moderna através das constatações de Planck (catástrofe do ultravioleta) e a emergência do conceito de quanta <VIRGULA> cuja contribuição também é devida a Einstein <VIRGULA> além de sua Teoria da Relatividade. Outros aspectos circundantes ao assunto são tratados <VIRGULA> como o experimento de Rutherford e o subsequente modelo desenvolvido por Niels Bohr. A dualidade onda partícula e outras características que vinculam matéria e energia são tratadas neste audiovisual <VIRGULA> em 4 módulos interligados por tema em comum, Vídeo
131, Histórias Fantásticas, Coordenadores: José Aires de Castro Filho <VIRGULA> Mauro Cavalcante Pequeno; Coordenadores pedagógicos: Alisandra Cavalcante Fernandes <VIRGULA> Maria de Fátima Costa de Souza <VIRGULA> Raquel Santiago Freire; Equipe pedagógica: Déborah Oliveira <VIRGULA> Gabriela Vasconcelos <VIRGULA> Lavina Lima <VIRGULA> Lícia Queiroz <VIRGULA> Socorro Pinheiro; Coordenador equipe técnica: Thiago de Albuquerque Gomes; Equipe técnica: Atílio Gomes Luiz <VIRGULA> Cícero Jorge R. Matos <VIRGULA> Gabriel B. dos Santos <VIRGULA> Joselito Viveiros N. Filho; Design: Diego Normandi <VIRGULA> Juscileide Braga <VIRGULA> Natasha Barreto. Para visualização do objeto é necessário descompactar o arquivo: ProativaHistoriasFantasticas.zip, Animação/simulação
132, A física e o cotidiano: Gavitação - Parte I, A mídia faz uma abordagem histórica do assunto <VIRGULA> da Grécia Antiga aos nossos dias. O tratamento conceitual enfatiza os modelos geocêntrico e heliocêntrico e algumas contribuições de Galileu <VIRGULA> Newton e Einstein sobre o assunto <VIRGULA> proporcionando ao espectador um resumo das principais idéias que levaram à compreensão de alguns fenômenos celestes e cotidianos <VIRGULA> como o surgimento dos cometas e as marés. Durante a exibição do vídeo é possível identificar diversas áreas do conhecimento associadas à Física <VIRGULA> tais como História <VIRGULA> Geografia <VIRGULA> Matemática <VIRGULA> dentre outras, Vídeo
133, Mudanças Ambientais Globais - Abertura, Além de vídeos e animações <VIRGULA> são utilizados recursos avançados de interatividade para que o usuário entenda que fatores estão envolvidos nas mudanças e no comportamento do meio ambiente. Esse recurso faz parte de uma coleção composta dos seguintes títulos: Mudanças Ambientais Globais. O efeito estufa. O ciclo do carbono. O ciclo do nitrogênio. Mudanças climáticas naturais. Mudanças climáticas antropogênicas. Observações do aquecimento global. Cenários de mudanças climáticas futuras. Mudanças globais da vegetação. Buraco na camada de ozônio. Impactos das mudanças climática no Brasil. Conclusões o que nos espera no futuro. Mudanças climáticas. Experiência efeito estufa, Animação/simulação
134, Mudanças Ambientais Globais - Conclusões O que nos Espera no Futuro, Além de vídeos e animações <VIRGULA> são utilizados recursos avançados de interatividade para que o usuário entenda que fatores estão envolvidos nas mudanças e no comportamento do meio ambiente. Este recurso <VIRGULA> desenvolvido por meio do Programa AEB Escola <VIRGULA> apresenta uma projeção sobre o que nos espera no futuro e a conclusão que se pode fazer sobre a mudança do clima <VIRGULA> quanto ao passado <VIRGULA> considerando os avanços científicos sintetizados pelos relatórios do IPCC em escala global e os estudos recentes observacionais e de modelagem sobre a variabilidade climática de longo prazo, Animação/simulação
135, Nanopartículas combatendo a poluição, A realização dos projetos em nanotecnologia pelo Centro Multidisciplinar para o Desenvolvimento de Materiais Cerâmicos (CMDMC) e pelo Instituto Nacional de Ciência e Tecnologia dos Materiais em Nanotecnologia (INCTMN) envolve o apoio das seguintes instituições: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) <VIRGULA> Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) <VIRGULA> Universidade Estadual Paulista Júlio Mesquita Filho (Unesp) <VIRGULA> Universidade de São Paulo (USP) <VIRGULA> Universidade Federal de São Carlos (UFSCar) <VIRGULA> Instituto de Pesquisas Energéticas e Nucleares (IPEN) e Laboratório Interdisciplinar de Eletroquímica e Cerâmica (LIEC). Os projetos contam ainda com colaboradores de várias universidades e institutos de pesquisa <VIRGULA> do Brasil e do exterior. Os resultados destes trabalhos contribuíram com um aumento no índice de publicações internacionais de artigos científicos pelo Brasil, Vídeo
136, Geometria do táxi - Contagem, O nome “geometria do táxi” <VIRGULA> como é conhecida a geometria aqui apresentada <VIRGULA> vem da associação com a ideia de “trafegar por ruas”. A distância entre dois pontos no plano cartesiano é medida pelo número de quadras percorridas no trajeto. Nas atividades propostas o aluno escolhe quais serão seus pontos de referência no mapa (sua casa <VIRGULA> a escola etc.) e é solicitado a descobrir de quantas maneiras diferentes é possível se deslocar entre duas localidades fazendo um trajeto mínimo. À medida que a distância entre as localidades aumenta <VIRGULA> a organização de contagem e ideias de combinação surgem naturalmente, Animação/simulação
137, TV Escola - Série Atividade - Capoeira - parte 2, Identificar a capoeira como elemento cultural do movimento humano brasileiro a partir dos seus aspectos histórico-sociais; Apresentar os fundamentos básicos da capoeira <VIRGULA> estimulando os alunos a vivenciarem as diferentes formas de execução <VIRGULA> entendendo a função de cada um dos fundamentos e de seus desdobramentos; Reconhecer e vivenciar os diferentes tipos de ritmos e possibilidades de movimento do corpo por meio da musicalidade e instrumentos musicais da expressão; Reconhecer as principais regras <VIRGULA> códigos e elementos simbólicos do jogo e desenvolvimento da capoeira <VIRGULA> sua contextualização e adaptabilidade perante situações específicas; Estimular a discussão sobre a importância do ensino e prática da capoeira pela educação física escolar enquanto manifestação cultural esportiva brasileira; Reconhecer os principais personagens da modalidade como detentores da cultura popular <VIRGULA> estimulando a reflexão crítica sobre a valorização dos mesmos pelo país, Vídeo
138, A física e o cotidiano: Física e Meio Ambiente Parte I, A mídia aborda o Aquecimento Global partindo de três etapas inter-relacionadas: o Sol e a geração de energia <VIRGULA> a radiação térmica e o efeito estufa. Uma rápida apresentação do Sol é feita no primeiro episódio. Uma viagem espacial de monitoração do Sol <VIRGULA> ambientada no futuro <VIRGULA> apresenta algumas das suas principais características e mostra como o Sol foi reverenciado por diferentes civilizações antigas <VIRGULA> sendo considerado um deus <VIRGULA> por sua força e fascínio. O episódio também ressalta a importância dos raios solares nos processos fotossintéticos e na manutenção da vida na Terra. O segundo episódio concentra-se nas características e aplicações dos raios infravermelhos <VIRGULA> também conhecidos como radiação térmica. O assunto é explorado a partir de uma reunião de um grupo de adolescentes em uma fria noite de camping. O último episódio trata do efeito estufa e da degradação da natureza causada por fatores antrópicos. São apresentados os principais gases-estufa <VIRGULA> bem como a sua influência no aquecimento do planeta. Especialistas — pesquisadores e defensores ambientais — explicam e fornecem dicas interessantes sobre o assunto, Vídeo
139, Eletricidade - Olhando pra dentro do átomo de Rutherford e Bohr, Aos objetivos específicos <VIRGULA> esta plataforma de aprendizagem contempla a compreensão dos fenômenos propiciará identificar as principais características relativas à história da descoberta do átomo e das partículas subatômicas <VIRGULA> à apresentação dos diferentes modelos atômicos <VIRGULA> ás análises qualitativas da estrutura atômica e seus principais componentes. Abrirá também a dimensão histórica da física <VIRGULA> a respeito do desenvolvimento do pensamento sistêmico que permite <VIRGULA> ao longo do tempo <VIRGULA> a construção de bases epistemológicas e seus inúmeros desdobramentos e aplicações na solução de problemas, Animação/simulação
140, Nanoarte 3 – O tempo da nanoarte, A realização dos projetos em nanotecnologia pelo Centro Multidisciplinar para o Desenvolvimento de Materiais Cerâmicos (CMDMC) e pelo Instituto Nacional de Ciência e Tecnologia dos Materiais em Nanotecnologia (INCTMN) envolve o apoio das seguintes instituições: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) <VIRGULA> Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) <VIRGULA> Universidade Estadual Paulista Júlio Mesquita Filho (Unesp) <VIRGULA> Universidade de São Paulo (USP) <VIRGULA> Universidade Federal de São Carlos (UFSCar) <VIRGULA> Instituto de Pesquisas Energéticas e Nucleares (IPEN) e Laboratório Interdisciplinar de Eletroquímica e Cerâmica (LIEC). Os projetos contam ainda com colaboradores de várias universidades e institutos de pesquisa <VIRGULA> do Brasil e do exterior. Os resultados destes trabalhos contribuíram com um aumento no índice de publicações internacionais de artigos científicos pelo Brasil, Vídeo
141, Nanopartículas e o melhor escrever, A realização dos projetos em nanotecnologia pelo Centro Multidisciplinar para o Desenvolvimento de Materiais Cerâmicos (CMDMC) e pelo Instituto Nacional de Ciência e Tecnologia dos Materiais em Nanotecnologia (INCTMN) envolve o apoio das seguintes instituições: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) <VIRGULA> Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) <VIRGULA> Universidade Estadual Paulista Júlio Mesquita Filho (Unesp) <VIRGULA> Universidade de São Paulo (USP) <VIRGULA> Universidade Federal de São Carlos (UFSCar) <VIRGULA> Instituto de Pesquisas Energéticas e Nucleares (IPEN) e Laboratório Interdisciplinar de Eletroquímica e Cerâmica (LIEC). Os projetos contam ainda com colaboradores de várias universidades e institutos de pesquisa <VIRGULA> do Brasil e do exterior. Os resultados destes trabalhos contribuíram com um aumento no índice de publicações internacionais de artigos científicos pelo Brasil, Vídeo
142, Vozes da Cidade - Conhecendo a cidade - Episódio II, 1 - Possibilitar uma discussão sobre a mudança nos recursos da linguagem de acordo com a época 2 - Expor as diferentes formas de expressão linguística na sociedade. 3 - Expor as diferentes estruturas das palavras <VIRGULA> através da sua formação por composição <VIRGULA> derivação e empréstimo lingüístico. 4 - Possibilitar a distinção entre linguagem formal e informal. 5 - Mostrar o funcionamento do verbo e da predicação 6 - Possibilitar uma discussão acerca de ditos populares e sua utilização no cotidiano e em textos publicitários. 7- Propor uma análise das variações temporais relacionadas à linguagem, Vídeo
143, O Problema do Bebedouro, Através do processo de modelagem matemática de um problema de otimização <VIRGULA> esta atividade explora os conceitos de domínio <VIRGULA> imagem e gráfico de função. O enunciado do problema é o seguinte: “Um bebedouro será construído na forma de um prisma reto cuja altura mede 7 m e cujas bases são trapézios. Cada trapézio tem base menor e laterais de medidas sempre iguais a 1 m. Se x representa a medida <VIRGULA> em radianos <VIRGULA> do ângulo entre uma lateral e uma altura de cada um dos dois trapézios congruentes usados na construção do bebedouro <VIRGULA> quanto deve ser x para que a forma do bebedouro correspondente tenha o maior volume possível?”, Animação/simulação
144, Folclore [Por dentro da escola], Apresenta o Projeto Folclore <VIRGULA> desenvolvido no Colégio Estadual Professora Déa Alvarenga em Londrina-PR. O objetivo do projeto é resgatar as culturas brasileiras <VIRGULA> através do conhecimento do folclore brasileiro (usos <VIRGULA> costumes <VIRGULA> brincadeiras <VIRGULA> alimentação <VIRGULA> danças <VIRGULA> contos) por meio da integração comunidade/escola. Os alunos participam dos projetos e assim desenvolvem sua identidade cultural além de vencer as barreiras do preconceito com relação a outras culturas. O projeto é interdisciplinar <VIRGULA> cada professor trabalha o folclore dentro da sua área de estudo, Vídeo
145, Megafone [Documentários], Apresenta documentário produzido pela TV Câmara sobre o movimento estudantil secundarista no Brasil. O vídeo começa acompanhando a caravana da UBES (União Brasileira dos Estudantes Secundaristas) pelo país em março de 2007 para divulgar o direito ao passe livre. Fala sobre a atuação dos estudantes dentro de suas próprias escolas e do papel do grêmio estudantil na defesa dos seus interesses. Apresenta também alguns momentos históricos do movimento estudantil brasileiro <VIRGULA> como a campanha pela nacionalização do petróleo nos anos de 1940 <VIRGULA> o fechamento da UNE (União dos Estudandes do Brasil) e da UBES em 1964 <VIRGULA> a situação do movimento dos estudantes durante a ditadura militar <VIRGULA> a campanha Diretas Já e o impeachment do presidente Collor, Vídeo
146, Refração de ondas em cordas, A imagem mostra como a refração de ondas que atravessam a união de cordas com densidades lineares diferentes depende da corda na qual as vibrações foram originalmente produzidas. Quando a onda se propaga da corda mais grossa para a corda mais fina (sequência A e B <VIRGULA> do lado esquerdo da figura) <VIRGULA> a maior parte da energia transmitida pela onda se refrata de uma corda para a outra. Quando a onda se propaga da corda mais fina para a corda mais grossa (sequência A\ e B\ <VIRGULA> do lado direito da figura) <VIRGULA> apenas uma pequena parte da energia transmitida pela onda sofre refração. A maior parte da energia sofre reflexão e volta a se propagar na corda mais fina, Imagem
147, Massa e espaço - Tempo, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidado/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da Física <VIRGULA> sem perder de vista sua historicidade, Vídeo
148, Jacob Gorender [Memórias], Apresenta vídeo produzido pela TV Câmara sobre a vida do pensador e historiador marxista Jacob Gorender <VIRGULA> no qual ele conta como se tornou membro do partido comunista. Jacob explica como aconteceu a repressão aos comunistas <VIRGULA> comenta como ocorreu a mudança de linha política do Partido Comunista Brasileiro (PCB) e como esse partido retornou a legalidade. Jacob fala sobre a suposta contribuição do Partido Comunista ao golpe de 1964 e a fundação do Partido Comunista Brasileiro Revolucionário (PCBR). Em 1968 <VIRGULA> o regime militar ficou ainda mais rígido e começaram as torturas <VIRGULA> que tiveram como resposta a luta armada que só acabou com a anistia <VIRGULA> por volta de 1972. Finalmente <VIRGULA> Gorender fala dos que foram presos <VIRGULA> torturados e assassinados pelo regime, Vídeo
149, “A chegada do filho” (relativo ao episódio 3 do programa de vídeo Causos e falas daqui e dali), Na casa da fazenda <VIRGULA> o jogador encontrará Seo Raimundo; seus netos Zeca <VIRGULA> Zita e Nico; e sua nora Matilde. Ele conversará também com Joaquim Bugre e sua esposa Chiquinha; com os cantadores Cego Aderaldo e Zé Pretinho; com as empregadas da casa <VIRGULA> Dona Socorro e das Das Dores; e com o Padre Osório. As personagens fazem perguntas relativas aos temas tratados no vídeo e desenvolvidos nos textos e atividades. O objetivo do jogo é obter recursos para compor uma história em quadrinhos (HQ). Para obter esses recursos <VIRGULA> é preciso responder corretamente às questões propostas. O jogo é composto por perguntas de múltipla escolha referentes a seis temas interdependentes, Animação/simulação
